교과코드,설문8
JEB01226,
JEB01226,.
JEB01226,
JEB01226,교수님 너무 귀여우세요.
JEB01226,고생하십니다
JEB01226,
JEB01226,
JEB01326,
JEB01326,
JEB01326,
JEB01326,.
JEB01326,없음
JEB01326,
JEB01326,
JEB01326,
JEB01326,족보 없는 학생들을 위해 시험 문제 어떤 형식으로 출제되는지 알려주세요
JEB01326,
JEB01326,
JEB01326,
JEB01326,수업이 너무 재밌습니다! 늘 열정적으로 알려주셔서 감사합니다 교수님!
JEB01326,
JEB01326,
JEB01326,개인적으로 전자과 통틀어 박상윤 교수님이 제일 잘 가르친다고 생각합니다.  수업에 대한 열정과 학생을 대하는 방식이 너무 좋고 교수님 본인께서도 수업에 대한 프라이드를 갖고 있다는게 느껴질 정도로 다른 교수님과의 차별성이 많이 느껴집니다.  아쉬운게 있다면 교수님의 열정을 제가 못따라가고 있다는게 아쉬울 뿐입니다.
JEB01326,
JEB01326,
JEB01326,
JEB01326,
JEB01326,
JEB01326,x
JEB01326,사람이 많아 진도가 다소 느려지는 느낌이 든다
JEB01327,
JEB01327,
JEB01327,
JEB01327,
JEB01327,
JEB01327,
JEB01327,
JEB01327,
JEB01327,
JEB01327,
JEB01327,
JEB01327,
JEB01327,
JEB01327,
JEB01327,.
JEB01327,
JEB01327,"수업과 관련이 없는 내용이지만, 교수님께서 태블릿 강의를 고려하셨던 것이 생각나 적습니다.  칠판을 전자칠판으로 바꾸는 것은 어떤가요? 전자칠판은 지울때 버튼 하나만 누르면 되고, 칠판 바탕색인 검정색과 하얀 글씨가 대비되어 멀리서도 뚜렷하게 잘 볼 수 있습니다.  다른 교수님들도 지울 때 힘들어하시는 것 같다고 생각하여 좋은 방안이 될 것 같아 말합니다."
JEB01327,
JEB01327,
JEB01327,좋은 비유로 설명하셔서 이해가 잘됩니다!
JEB01327,
JEB01327,
JEB01327,
JEB01327,수업은 전반적으로 만족하지만 필기가 조금 많다고 생각합니다. 필기를 따라가느라 설명하시는 걸 따라가기가 힘들어요 강의력이 좋으시지만 많은 필기로 인해 강의가 좀 불안정 하다고 느껴져서 조금 아쉽습니다 수업시간에 학생 스스로 조금 고민할 수 있는 텀이 있다면 더욱 좋은 강의가 될 것 같습니다. 감사합니다
JEB01327,
JEB01327,
JEB01327,
JEB01331,
JEB01331,
JEB01331,
JEB01331,
JEB01331,
JEB01331,
JEB01331,.
JEB01331,
JEB01331,
JEB01331,
JEB01331,시험 문제 배점이 너무 커요
JEB01331,
JEB01331,강의 템포가 너무 빠릅니다 ㅠ 속도가 너무 빨라 내용 소화하기가 너무 벅차다는 느낌이 듭니다.
JEB01331,x
JEB01331,
JEB01341,
JEB01341,
JEB01341,
JEB01341,
JEB01341,
JEB01341,
JEB01341,
JEB01341,없습니다
JEB01341,
JEB01341,
JEB01341,.
JEB01341,없음
JEB01341,.
JEB01341,
JEB01341,
JEB01422,없음
JEB01422,
JEB01422,
JEB01428,학생들이 이해하면서 넘어갈 수 있도록 강의를 천천히 진행해주셨으면 합니다. 말씀을 천천히 해주셨으면 합니다.
JEB01428,
JEB01428,
JEB01428,
JEB01428,너무 재밌습니다
JEB01428,.
JEB01435,
JEB01435,
JEB01435,
JEB01435,
JEB01435,
JEB01435,
JEB01435,.
JEB01435,
JEB01435,없습니다
JEB01435,
JEB01435,강의자료 lms이용해주시면 안 될까요...? 업데이트되고 알람이 안 와서 불편한 거 같습니다..
JEB01435,
JEB01435,
JEB01435,
JEB01435,정말 친절하시고 좋은분이라고 생각하고 전자과 통틀어 제일 좋아하는 교수님입니다.  근데 죄송하지만 잘 가르친다는 말씀은 도저히 못하겠어요....
JEB01435,
JEB01435,
JEB01435,
JEB01435,
JEB01435,
JEB01435,
JEB01435,
JEB01435,
JEB01435,
JEB01435,
JEB01435,글씨를 알아보기가 너무 힘듭니다...
JEB01435,
JEB01435,
JEB01435,
JEB01438,
JEB01438,
JEB01438,과제가 너무 많음 이거 한과목 듣는것도 아닐뿐더러 취업준비도 같이 해야하는데 과제가 너무 많음 그렇다고 강의 내용을 친절하게 설명해주는가? 그것도 아님 그냥 진도도 엄청빠르고 과제가 너무 많음 이 정도인 과목은 학교 생활중 처음임 제발 줄여주었으면함 충분히 성적 산출 가능할 것 같음
JEB01438,과제가 너무많음. 과제 예시를 다시 해줬으면 좋겠음. 강의 속도가 너무 빠름. 명지대 학생을 너무 고평가함 우린 교수님의 생각만큼 똑똑하지 않음 과제가 학교에서 밖에 안되는데 멀리사는 학우들은 힘듬 이거 때매 맨날 밤 늦게 까지 남는 학우가 너무 많음.
JEB01438,"교수님 안녕하세요. 좋은 강의 감사히 듣고 있습니다. 다만 자료의 가독성이 약간 좋지 않고 교수님 설명이 함축적이며 속도가 빨라, 3학년 기준으로는 약간 따라가기 벅차다고 느껴집니다.. Lms로 하니 그나마 조금씩 이해하며 듣는데, 실강의에서는 많이 벅찬 것 같습니다. 특히나 초반 부분에 다른 4학년 분들은 나름 익숙하게 하시는 분들도 계셨지만, 요소를 불러오는 방법조차 몰라 진입 장벽이 높은 것 같습니다. 수업 중 마우스 커서로 설명해주시는데 어디를 짚는지 잘 보이지 않아 약간 벅차다고 느낍니다. 강의가 빨라 자료나 영상으로 놓치는 내용을 다시 볼 수 있도록 하면 너무 좋을 것 같습니다.  제가 부족해서 힘이 들지만, 강의 내용이 너무 알차고 좋은 내용임을 알고 있습니다. 열정있게 학생들을 가르쳐주시고 또 시간 내어 지도해주심에 감사합니다."
JEB01438,"물론 제가 전자회로  및  아날로그 회로에 대해 직관적 해석이 안되고 수준이 낮습니다. 초반에 개념을 공부하면서 흥미가 많이 생겼고 과제1을 하면서 재밌었습니다. 하지만 계속 아날로그에 대한 시간 투자를 했지만, 점차 이론 강의 및 과제, 실습을 진행하는데 있어 너무 많은 개념이 필요했고 따라가기 벅찼습니다.   따라서 개인적으로 바라는 점으로는 개념에 조금 더 집중을 하고 싶은 바램입니다."
JEB01438,"교수님... 수업진도 나가실때 굉장히 너무 빠르게 나가시는 것 같습니다.. 교수님의 한 마디에 너무 함축되어 있는 내용이 많은데, 저희가 모르는 개념 혹은 익숙치 않은 내용들이 많이 함축되어있다보니까 이해가 잘 안 가는부분이 많습니다... 조금만 풀어서 설명 부탁드리겠습니다..."
JEB01438,
JEB01438,"커리큘럼 개편시 설명을 듣고, 레이아웃과 같은, 다른 과목에서 배우지 못한 부분을 배울 줄 알았는데  실제로는 전자회로 과목과 전자회로실험과목을 합쳐둔 심화과목이라 아쉽고 진도가 다소 버겁습니다."
JEB01438,
JEB01438,교수님은 굉장히 좋은분이라고 생각합니다.  다른 친구들이랑 얘기해보면 다들 교수님 좋은분이라고 얘기합니다.  근데 수업이 정말 뭘 배우는지도 모르겠고 너무 빠르고 항상 교수님 혼자서 설명하고 넘어가는 느낌이 많이 듭니다.  다른 친구들 보면 공부를 한다기보다 그냥 주어진 과제 기한내에 제출하는거에 급급합니다.   교수님도 수업때 보시면 알겠지만 다들 수업듣기보다 교수님 수업 촬영하기 바쁩니다.  학교다니면서 처음으로 수강철회 안한걸 후회하기도 합니다....  몰론 설계과목 특성상 시간할애가 많은건 분명하지만 툴 자체를 특정 교실에서만 사용이 가능하니 다른 설계과목에 비해 시간할애가 지나치게 많습니다.  이 과목을 듣지 않는 친구들에게는 절대로 추천못할거 같습니다.
JEB01440,
JEB01440,
JEB01440,.
JEB01440,.
JEB01440,
JEB01441,
JEB01441,
JEB01441,
JEB01441,
JEB01441,
JEB01441,
JEB01441,
JEB01441,
JEB01441,.
JEB01441,
JEB01441,
JEB01441,
JEB01441,
JEB01441,
JEB01441,
JEB01441,
JEB01441,
JEB01441,
JEB01441,
JEB01441,
JEB01441,
JEB01499,
JEB01499,
JEB01499,
JEB01499,
JEB01499,
JEB01499,
JEB01499,
JEB01499,
JEB01499,
JEB01499,
JEB01499,.
JEB01499,변하영 교수님 너무 좋습니다
JEB01499,.
JEB01499,없음
JEB01499,
JEB01499,
JEB01499,
JEB01499,
JEB01499,
JEB01499,
JEB01499,없습니다
JEB01500,
JEB01500,
JEB02203,
JEB02203,
JEB02203,
JEB02203,
JEB02203,
JEB02203,같은 형태의 예제를 너무 많이 반복합니다. 그러지 말주세요.
JEB02203,
JEB02203,
JEB02203,교수님 계산실수하시는거 귀여워요
JEB02203,없음
JEB02203,
JEB02203,
JEB02203,어려울수 있는 부분을 조금 더 친절하게 설명해주시면 좋겠다
JEB02203,
JEB02203,
JEB02301,
JEB02301,
JEB02301,
JEB02301,
JEB02301,
JEB02301,
JEB02301,
JEB02301,
JEB02301,
JEB02301,
JEB02301,
JEB02301,
JEB02301,
JEB02301,늘 감사합니다!
JEB02301,
JEB02301,
JEB02301,.
JEB02301,
JEB02301,
JEB02301,
JEB02301,
JEB02301,
JEB02301,
JEB02301,
JEB02301,
JEB02301,
JEB02301,.
JEB02301,
JEB02301,
JEB02318,
JEB02318,없음
JEB02318,
JEB02318,
JEB02318,
JEB02318,
JEB02318,
JEB02318,
JEB02318,
JEB02318,x
JEB02318,
JEB02318,
JEB02318,
JEB02318,
JEC02101,좋습니다
JEC02101,교수님 귀여우세요.
JEC02101,
JEC02101,
JEC02101,
JEC02101,
JEC02101,
JEC02101,
JEC02101,
JEC02101,
JEC02101,
JEC02101,
JEC02101,
JEC02101,
JEC02101,.
JEC02101,.
JEC02101,
JEC02101,
JEC02101,조교님이 들어오셔서 질문도 편하게 할 수 있어서 좋습니다.
JEC02101,
JEC02101,
JEC02101,
JEC02101,
JEC02101,No
JEC02101,없음.
JEC02101,
JEC02101,
JEC02101,
JEC02101,
JEC02101,감사합니다
JEC02101,
JEC02101,
JEC02101,
JEC02101,
JEC02101,출튀좀 잡아줘요
JEC02101,
JEC02101,
JEC02101,
JEC02101,
JEC02101,
JEC02101,지금 그대로 해주시면 됩니다.
JEC02101,
JEC02101,
JEC02101,.
JEC02101,수업이 아주 좋아요
JEC02101,이론을 알려주시고 실습 진행하는데 실습 하기 전에 간단한 예시(예제 쉬운 버전에 대한 코드 작성) 많이 알려주셨으면 좋겠어요. 이론하고 바로 실습 예제 넘어가면 처음 시작할 때 감이 안 잡힙니다.
JEC02101,처음 파이썬을 배우는 입장에서 언어를 배운다는 느낌보다는 실습을 통해 공부하는 느낌이 듭니다! 하지만 교수님께서 친철하게 설명해주시고 학생들의 멈추지 않는 질문에 최선을 다해 답변해주셔서 너무  감사했습니다.
JEC02101,
JEC02101,개념용어에 대한 예시와 설명을 직접 파이썬을 하면서 설명해주시면 좋을거같습니다.
JEC02101,
JEC02101,
JEC02101,
JEC02101,
JEC02201,
JEC02201,
JEC02201,
JEC02201,특별히 없습니다.
JEC02201,
JEC02201,.
JEC02201,
JEC02201,.
JEC02201,
JEC02201,"수업이 빠르다고 생각되지는 않습니다. 다만 그 제가 느낄 때 필기하기 조금 빠르다는 느낌을 받는데, 혹시 반영해주실 수 있으시다면 정말 감사드리겠습니다!! 매번 수업해주셔서 감사합니다!"
JEC02201,필기같은 부분에서 너무 빠르게 지나가셔서 조금 천천히 조절하면서 해주셨으면 좋겠습니다ㅠㅠ
JEC02201,
JEC02201,
JEC02201,
JEC02201,
JEC02201,
JEC02201,
JEC02201,
JEC02201,
JEC02201,
JEC02201,
JEC02249,중요한 계산식이나 계산방법은 판서로 해주셨으면 합니다.  컴퓨터 마우스로 설명하셔서 어디 부분을 설명하고 계시는지 알기 힘들었습니다.
JEC02249,
JEC02249,
JEC02249,진도가 꽤 많이 느리고 수업 내용이 이해가 잘 안될 때가 많음
JEC02249,
JEC02249,
JEC02249,.
JEC02249,
JEC02249,화이팅입니다!
JEC02249,
JEC02249,ppt 에 기록해주시는 게 잘 안보입니다..ㅠㅠ
JEC02249,특별히 없습니다.
JEC02249,
JEC02249,.
JEC02249,열심히 하겠습니다.
JEC02249,
JEC02249,
JEC02249,
JEC02249,
JEC02249,
JEC02250,
JEC02250,
JEC02250,
JEC02250,
JEC02250,
JEC02250,
JEC02250,
JEC02250,
JEC02250,
JEC02250,
JEC02250,
JEC02250,좋습니다
JEC02250,문제풀이가 더 많으면 좋겠습니다
JEC02250,교수님이 재미있으시고 다 좋으십니다. 그런데 교수님께서 기분이 안 좋으시다고 해서 학생들의 책이나 과제를 바닥이나 책상에 던지시는 모습을 보고는 좀 충격을 받았습니다.
JEC02250,딱히 없다.
JEC02250,
JEC02250,
JEC02250,
JEC02250,
JEC02250,
JEC02250,
JEC02250,.
JEC02250,
JEC02250,
JEC02250,
JEC02250,
JEC02250,
JEC02250,
JEC02250,전반적으로 보통의 강의라고 생각하고 교수님의 강의 내용도 보통이라고 생각한다
JEC02250,
JEC02250,
JEC02250,
JEC02250,
JEC02250,
JEC02250,없다
JEC02250,가끔 친구 없다고 놀리시는 것만 제외하면 친절하시고 강의도 잘해주시고 좋은 교수님
JEC02250,.
JEC02250,
JEC02250,
JEC02279,
JEC02279,
JEC02279,
JEC02279,
JEC02279,
JEC02279,
JEC02279,
JEC02279,
JEC02279,
JEC02279,
JEC02279,
JEC02279,
JEC02279,
JEC02279,강의를 너무 열심히 잘알려주셔서 좋습니다
JEC02279,
JEC02279,
JEC02279,
JEC02279,최고의 교수님입니다.
JEC02279,
JEC02279,
JEC02279,.
JEC02279,
JEC02279,딱히 없다.
JEC02279,
JEC02279,
JEC02279,
JEC02279,
JEC02279,
JEC02279,
JEC02279,
JEC02279,
JEC02279,없다
JEC02279,
JEC02279,
JEC02279,
JEC02279,.
JEC02279,
JEC02279,
JEC02279,
JEC02279,
JEC02279,
JEC02279,교수님께서 정말 세세하고 열정적으로 수업해주셔서 내용이 이해가 확실히 잘 되는 수업인 것 같다. 또한 수업 내용에 대해 질문했을 때도 잘 가르쳐주신다
JEC02279,
JEC02279,누구든지 따라갈 수 있는 강의 진행 속도 좋습니다.
JEC02280,
JEC02280,
JEC02280,
JEC02280,
JEC02280,처음엔 교수님이 무서워 열심히 들었지만 정말 열정적으로 강의해주시는 교수님을 보고  더 열심히 공부하고 싶은 마음이 커졌습니다.  감사합니다.
JEC02280,
JEC02280,
JEC02280,좋습니다
JEC02280,
JEC02280,너무 어렵고 진도가 빠릅니다
JEC02280,없음
JEC02280,
JEC02280,친절히 하나하나씩 설명해주셔서 이해하는데 큰 도움이 되었습니다.
JEC02280,
JEC02280,.
JEC02280,
JEC02280,
JEC02280,
JEC02280,
JEC02280,
JEC02280,특별히 없습니다.
JEC02280,.
JEC02280,
JEC02280,
JEC02280,
JEC02280,
JEC02280,
JEC02280,
JEC02280,
JEC02280,
JEC02280,
JEC02280,
JEC02280,
JEC02280,
JEC02280,
JEC02280,
JEC02280,
JEC02280,딱히 없다.
JEC02280,
JEC02280,너무 좋은 강의 들을 수 있어서 좋습니다.
JEC02280,
JEC02280,
JEC02280,
JEC02311,많이 생소한 과목이지만 학생의 입장에서 쉽게 설명해주셔서 이해가 쉬웠습니다. 교수님께서 말해주시는 인생의 꿀팁들도 많이 배워갑니다.
JEC02311,
JEC02311,
JEC02311,
JEC02311,교수님 수업 너무 재밌습니다! 9시 강의가 교수님 수업이라 덕분에 지루하지 않고 집중하며 들을 수 있습니다
JEC02311,
JEC02311,
JEC02311,
JEC02311,
JEC02311,
JEC02311,
JEC02311,재미있게 수업을 해주셔서 이해하기가 수월합니다!! 하지만 기말고사 한번으로 거의 학점이 결정나는게 굉장히 부담이 되긴 합니다...
JEC02311,
JEC02311,예전에 열어주셨던 세미나 또 열어주세요!
JEC02311,.
JEC02311,
JEC02311,
JEC02311,평가 방식이 기말고사 90%는 매우 부담됩니다.
JEC02311,
JEC02311,"9시 수업인데도 많이 안졸리고 재밌어요! 선배들이 염대현교수님 수업은 무조건 들으라하는데, 그 이유를 알겠습니다. 좋은 강의 해주셔서 감사합니다."
JEC02311,수업시간마다 안지루하게 질문도 해주시고 관련 이야기도 해주셔서 지식이 늘어나는 느낌입니다! 감사합니다
JEC02311,
JEC02311,
JEC02311,
JEC02311,너무 만족합니다
JEC02311,
JEC02311,
JEC02311,
JEC02311,
JEC02311,
JEC02311,
JEC02311,
JEC02311,
JEC02311,
JEC02311,
JEC02311,
JEC02311,
JEC02311,
JEC02316,
JEC02316,
JEC02316,.
JEC02316,
JEC02316,
JEC02316,
JEC02316,
JEC02316,어려운 내용이지만 교수님이 잘 설명해주셔서 너무 만족합니다 감사합니다 열심히 듣겠습니다!
JEC02316,
JEC02316,
JEC02316,
JEC02316,
JEC02316,.
JEC02316,시험을 난이도별로 내주셨으면 좋겠습니다ㅠ
JEC02316,
JEC02316,수업 진도가 너무 빠르고 강의 내용이 어려워서 따라잡기가 어렵습니다
JEC02316,
JEC02316,
JEC02316,생각보다 진도가 조금 빠른 것 같아요...
JEC02316,
JEC02316,
JEC02316,
JEC02316,
JEC02316,수학적인 개념이 너무 빠르게 지나가서 좀 어렵게 느껴집니다
JEC02316,
JEC02316,
JEC02316,
JEC02316,
JEC02316,
JEC02316,
JEC02316,
JEC02316,
JEC02316,감사합니다!!
JEC02316,
JEC02316,
JEC02316,
JEC02316,
JEC02316,
JEC02316,
JEC02316,어려우ㅓ&hellip;
JEC02316,
JEC02316,
JEC02316,
JEC02349,
JEC02349,
JEC02349,
JEC02349,
JEC02349,
JEC02349,
JEC02349,
JEC02349,
JEC02349,
JEC02349,
JEC02349,
JEC02349,
JEC02349,
JEC02349,
JEC02349,
JEC02349,
JEC02349,수학이 나와 어렵긴 하지만 교수님이 굉장히 쉽게 알려주셔서 큰 도움이 됩니다.
JEC02349,
JEC02349,
JEC02349,
JEC02349,
JEC02349,너무 어려운 수업이지만 교수님께서 정말 쉽게 설명해주셔서 따라갈 수 있었습니다. 더 열심히 공부해야겠지만...최선을 다해보겠습니다. 그리고 교수님께서 말해주시는 인생의 꿀팁들도 많이 배워갑니다.
JEC02349,
JEC02349,
JEC02349,
JEC02349,
JEC02349,
JEC02349,
JEC02349,
JEC02349,
JEC02349,
JEC02349,딱히 없다.
JEC02349,
JEC02349,설명도 쉽게 해주시고 너무 좋습니다. 성적만 조금 다른 전공들처럼 너그럽게 주시면 감사하겠습니다.
JEC02349,
JEC02349,
JEC02349,
JEC02349,항상 배려해주심에 감사드립니다.
JEC02349,
JEC02349,
JEC02349,
JEC02349,
JEC02350,
JEC02350,
JEC02350,
JEC02350,
JEC02350,
JEC02350,
JEC02350,수업 진도가 너무 빨라요 ..
JEC02350,
JEC02350,
JEC02350,
JEC02350,
JEC02350,
JEC02350,한 학기에 책의 어느 부분까지 나가야 한다는 것에 대하여 목표를 정하고 진도를 나가는 것은 다른 교수님들의 수업도 마찬가지 이지만 다른 과목에 비해 그 양이 많다 보니 진도를 나갈 때 속도가 매우 빠르게 느껴집니다. 수업을 나가고 따라오지 못하는 학생들이 있는지 교수님께서 먼저 물어봐 주시고 해결 해 주시지만 코드를 있는 그대로만 따라 친 학생들이 이해하고 수업을 잘 따라오고 있다고 생각하지는 않아 주셨으면 합니다 작년에 비해 사용하는 교재가 중국어원서의 영번역판을 교수님이 ppt로 정리하신 것에서 한국어 교재로 바뀌고 그것에 대해 맞추어 진도를 나가 모르는 부분에 대하여 수업 후 공부를 할 수 있는 환경이 조성되었지만 각자 사용하는 버전마다 발생하는 문제들을 해결하기도 전에 수업의 진도가 빠르게 계속 나가 따라서 치기는 하지만 제대로 되지 않는 경우가 많아 수업 중 되지 않는다고 손을 드는 경우가 많아지는 것 같습니다.  제 바램은 학기 중 나갈 목표 진도를 조금 줄여주시고 줄인 목표에 대해서 조금 더 천천히 진행해 주시어 그에 대한 코드의 구조를 관찰하고 이해 할 수 있는 시간을 주시면 학업 성취에 있어 큰 도움이 될 것 같습니다.
JEC02350,
JEC02350,
JEC02350,
JEC02350,
JEC02350,
JEC02350,없습니당.
JEC02350,
JEC02350,
JEC02350,코딩 비중을 높여주셨으면 좋겠습니다
JEC02350,
JEC02350,
JEC02350,
JEC02350,
JEC02350,
JEC02350,
JEC02350,
JEC02350,
JEC02350,
JEC02350,
JEC02376,
JEC02376,
JEC02376,
JEC02376,
JEC02376,
JEC02376,
JEC02376,
JEC02376,
JEC02376,
JEC02376,
JEC02376,"판서, 강의자료 좀 제발 보기 좋게 해주시면 좋겠습니다."
JEC02376,
JEC02376,
JEC02376,
JEC02390,
JEC02390,
JEC02390,없음
JEC02390,
JEC02390,
JEC02390,
JEC02390,
JEC02390,
JEC02390,
JEC02390,
JEC02390,
JEC02390,
JEC02390,
JEC02390,
JEC02390,코로나 때의 강의자료를 수정하셔서 추가 설명을 덧붙이고 이해하기 쉽게 바꿔 주시면 감사하겠습니다.
JEC02390,
JEC02390,
JEC02390,
JEC02390,
JEC02390,
JEC02390,
JEC02390,
JEC02390,
JEC02390,
JEC02390,
JEC02390,
JEC02390,
JEC02390,
JEC02390,
JEC02390,
JEC02390,
JEC02390,온라인 확률 및 랜덤프로세스 강의는 중간시험을 어떻게 보는지 공지가 빨리 올라왔으면 좋겠습니다....
JEC02390,
JEC02390,
JEC02390,
JEC02390,배운 것에 비해 과제가 살짝 어려운 감이 있습니다.
JEC02390,
JEC02390,강의 잘 듣고 있습니다!
JEC02390,
JEC02390,
JEC02390,
JEC02390,
JEC02390,
JEC02405,
JEC02405,
JEC02405,
JEC02405,
JEC02405,진도가 정말 너무 빨라서 따라기가 매우 힘듭니다... 임베디드 시스템을 배우는 것인지 베릴로그를 배우는 것인지 한 가지에 집중 할 수 있었으면 좋겠습니다. 양쪽 모두 분량도 너무 많아 따라가기도 벅찹니다. 열심히 한다면 많은 것을 얻어갈 수 있는 수업이라고는 생각하지만 너무 힘듭니다...
JEC02405,
JEC02405,
JEC02405,
JEC02405,
JEC02405,나름 관심이 있었던 임베디드...수업시간에 설명해주시는 개념들은 이해했지만 생각보다 진도가 빨라  어렵게 느끼는 것 같습니다. 열심히 해서 많은 것을 배워가겠습니다.
JEC02413,
JEC02413,
JEC02413,수업 내용이 적절하고 교수님의 명확한 전달력 덕분에 이해가 잘 되는 것 같습니다. 개인적인 아쉬운 점은 예제 문제 풀이 중에 교수님께서 즉석 예제를 실습하는 과정에서 속도가 벅찬 경우도 조금 있었던 것 같습니다. 수업 진도에 방해가 되지 않는 선에서 즉석 문제의 해답을 수업 이후에라도 확인할 수 있는 방법이 있으면 좋겠습니다!
JEC02413,
JEC02413,
JEC02413,
JEC02413,
JEC02413,
JEC02413,
JEC02413,
JEC02413,.
JEC02413,
JEC02413,
JEC02413,
JEC02413,
JEC02413,"양질의 수업 해주셔서 감사합니다 수업 관련해서는 다 만족합니다 다른 교수님들도 가르키시는 자바언어보다  교수님만 알려주실수 있는 운영체제,클라우드 등의 개발영역 관련 수업 더 열어주시면 얻어가는 것도 많고 감사할 것 같습니다..!(정규학기 힘드시면 계절이라도 열어주세요..!!)"
JEC02413,
JEC02413,
JEC02413,
JEC02413,
JEC02413,
JEC02413,
JEC02413,
JEC02413,
JEC02413,
JEC02413,
JEC02417,
JEC02417,
JEC02417,
JEC02417,
JEC02417,
JEC02417,없습니다.
JEC02417,
JEC02417,
JEC02417,강의 잘 듣고 있습니다!
JEC02417,
JEC02417,
JEC02417,
JEC02417,
JEC02417,
JEC02417,
JEC02417,
JEC02417,
JEC02417,
JEC02417,
JEC02417,
JEC02417,
JEC02417,
JEC02418,강의 속도가 빠릅니다. 중간중간 진행하는 이론 파트 사이의 간단한 실습의 경우 따라가기 어려운 경우가 많습니다.
JEC02418,
JEC02418,
JEC02418,수업 내용이 적절하고 교수님의 명확한 전달력 덕분에 이해가 잘 되는 것 같습니다. 개인적인 아쉬운 점은 예제 문제 풀이 중에 교수님께서 즉석 예제를 실습하는 과정에서 속도가 벅찬 경우도 조금 있었던 것 같습니다. 수업 진도에 방해가 되지 않는 선에서 즉석 문제의 해답을 수업 이후에라도 확인할 수 있는 방법이 있으면 좋겠습니다!
JEC02418,
JEC02418,잘 모르던 학생 입장에서 많이 배워 갈 수 있어서 좋은데  나가야하는 범위가 많아 뒷부분을 많이 못 듣는게 아쉽습니다..  수업하고 별개로 원하는 학생만이라도 많이 얻어갈수 있게 온라인 강의라도 찍어서 개시해주시면 감사할것 같습니다..
JEC02418,
JEC02418,
JEC02418,
JEC02418,
JEC02418,
JEC02418,항상 수업해주셔서 감사합니다~!!
JEC02418,
JEC02418,
JEC02418,진도가 좀 빨라요
JEC02418,
JEC02418,
JEC02418,
JEC02418,
JEC02418,
JEC02418,
JEC02418,
JEC02418,
JEC02418,
JEC02418,
JEC02507,
JEC02507,
JEC02507,
JEC02507,
JEC02507,
JEC02507,
JEC02507,
JEC02507,
JEC02507,
JEC02507,
JEC02507,
JEC02507,
JEC02507,
JEC02507,
JEC02507,
JEC02507,
JEC02507,
JEC02507,
JEC02507,
JEC02507,
JEC02507,
JEC02507,
JEC02507,
JEC02507,.
JEC02507,
JEC02507,
JEC02507,
JEC02507,
JEC02507,없음
JEC02507,
JEC02507,
JEC02507,
JEC02507,
JEC02507,
JEC02507,
JEC02507,
JEC02507,
JEC02507,
JEC02507,
JEC02507,
JEC02507,
JEC02507,
JEC02507,
JEC02508,
JEC02508,부족함이 많다는 것을 매번 느끼는 것 같습니다. 항상 미팅때마다 피드백 해주셔서 감사합니다
JEC02508,항상 꼼꼼하게 알려주셔서 감사합니다
JEC03305,
JEC03305,
JEC03305,
JEC03305,
JEC03305,
JEC03305,수업 관해서는 다른 몇몇 교수님들처럼 시험 전에 전체적으로 한번 정리해주시면 감사할 것 같습니다! 수업 외에는 세미나나 다른 전공들 추가로 열어주셔서 교수님이 가르키시는 다른 수업들도 더 듣고 많이 얻어갈 수 있으면  좋을 것 같습니다!(정규학기개설 힘드시면 계절학기라도 교수님 수업이면 학생들이 수강할것이라고 생각합니다..!) 양질의 수업 해주셔서 감사히 듣고 있습니다!!
JEC03305,
JEC03305,
JEC03305,
JEC03305,
JEC03305,강의 잘 듣고 있습니다!
JEC03305,시험 전에 한번 더 복습하는 시간을 가져주시는 교수님 대박!!입니다 ㅎㅎ정말 많은 도움이 되고있습니다.
JEC03305,혹시 수업하실 때 판서를 쓰면서 진행해주실 수 있을까요..? 특히 2진수처럼 말로만 듣기는 힘든 내용을 설명해주실 땐 필기하면서 듣다보면 숫자를 제대로 못듣거나 수업을 놓치게 돼서요..! 그리고 항상 좋은 수업 감사합니다!
JEC03305,
JEC03305,"다음주 내내 1,2장 복습시간을 가졌으면 좋겠습니다!!! ㅠ.ㅠ"
JEC03305,
JEC03305,오늘 수업때 판서로 해주셔서 이해가 잘 되었습니다! 어려운 내용임에도 불구하고 교수님이 쉽게 설명해주시려고 노력하시는 부분이 보입니다 감사합니다 열심히 수강하겠습니다.!
JEC03305,
JEC03305,
JEC03305,
JEC03305,
JEC03305,강의 자료 수정이 너무 자주 이루어져서 강의 내용을 정리하기가 어렵습니다
JEC03305,강의자료 업로드를 매주 전체분량으로 해주시고 있는데 변경된 부분만 따로도 추가로 올려주시면 좋겠습니다
JEC03305,
JEC03305,
JEC03305,컴퓨터 구조인데 계산이 너무 많이 들어갑니다 이론 위주로 하는게 면접 면에서 취업에도 더 도움 될 것 같은데 코어로 계산하는게 너무 힘듭니다ㅠㅠ
JEE01123,
JEE01123,
JEE01123,
JEE01123,
JEE01123,
JEE01123,
JEE01123,
JEE01123,
JEE01123,
JEE01123,x
JEE01123,없음.
JEE01123,
JEE01123,
JEE01123,없습니다
JEE01123,
JEE01123,
JEE01123,없습니다.
JEE01123,
JEE01123,
JEE01123,
JEE01123,항상 쉽게 강의 해주셔서 감사합니다
JEE01123,매 수업마다 출석부르는것이 부담됩니다...
JEE01123,
JEE01123,
JEE01123,
JEE01201,
JEE01201,
JEE01201,
JEE01201,
JEE01201,
JEE01201,없습니다
JEE01201,
JEE01201,
JEE01201,없습니다.
JEE01201,설명을 더 자세하게 해주셨으면 좋겠습니다.
JEE01201,
JEE01201,
JEE01201,
JEE01226,
